original_zip,original_bytes,original_sha256,part_count,part_size_limit_bytes
repository_release_package_upload_candidate_v0.1.0-submission.zip,39061842,5c1eb853bbd18d8f662f03c9bb5d1a2925325aa142b8d307ed60daeb6d030e83,8,5242880
